maxordQty,handlingDays,name,Brand,Origin,Supplier,Cat,storeStock,retailPrice,LowerSugar,TransFat,LactoseFree
51.0,0.0,Hollyfarms Instant Jelly Powder - Ice Jelly,Hollyfarms,Singapore,no info,Baking Needs,29.0,1.55,No,No,No
51.0,0.0,SIS Organic Sugar,Sis,Thailand,JOO KOON DC,Sugar & Sweeteners,39.0,3.25,No,No,No
51.0,0.0,Origins Healthfood Yeast - Baking,Origins,Australia,ORIGINS HEALTHCARE PTE LTD,Baking Needs,10.0,6.05,No,No,No
51.0,0.0,Happy Grass Konnyaku Jelly Powder - Lychee,Hapy Grass,Malaysia,EASY MIX PTE LTD,Baking Needs,20.0,2.8,No,Yes,No
99999.0,2.0,Taste of India Premium White Urid Dal (Lentils) (Whole) 1kg,Taste of India,India,no info,Dried Food,30.0,4.1,No,No,No
51.0,0.0,Jim Willie Konnyaku Jelly Powder,Jim Willie,Singapore,JOO KOON DC,Baking Needs,41.0,1.3,No,No,No
51.0,0.0,La Diva Olive Oil with White Truffle Dressing,LA DIVA,Italy,no info,Oil,26.0,8.9,No,No,No
0.0,3.0,Anarkali Idly Rice,Anarkali,India,no info,Rice,17.0,8.0,No,No,No
0.0,3.0,Green Earth Organic French Celtic Sea Salt,Green Earth,France,no info,Seasonings,12.0,3.8,No,No,No
0.0,3.0,Green Earth Organic Pearl Barley,Green Earth,USA,no info,Dried Food,36.0,3.8,No,No,No
0.0,3.0,Maldon Sea Salt,Maldon,United Kingdom,no info,Seasonings,163.0,7.9,No,No,No
51.0,0.0,Jim Willie Konnyaku Jelly Powder,Jim Willie,Singapore,JOO KOON DC,Baking Needs,41.0,1.3,No,No,No
51.0,0.0,Mizkan Sushi Seasoning ,Mizkan,Japan,JFC (S) PTE LTD,Seasonings,23.0,5.3,No,No,No
0.0,3.0,Shahi Golden White Kabuli Chana (Chick Peas) - By Shivsagar,Shahi,India,SHIVSAGAR TRADING PTE LTD,Dried Food,23.0,5.2,No,No,No
0.0,2.0,CYL Instant Japanese Fresh Ramen,CYL,China,SIGMA FOOD PTE LTD,Noodles,14.0,1.2,No,No,No
0.0,2.0,India Gate - Super Basmati Rice,India Gate,India,SRI AMBIKAS PTE LTD,Rice,11.0,21.5,No,No,No
51.0,0.0,Tesco Pasta - Tricolore Fusilli,Tesco,Italy,no info,Tesco Food ,47.0,2.75,No,No,No
51.0,0.0,Tesco Ground Spice - Turmeric,Tesco,United Kingdom,JOO KOON DC,Tesco Food ,14.0,2.95,No,No,No
51.0,0.0,Singlong Sauce - Chinchalok with Chili,Sing Long,Singapore,no info,Condiments,33.0,2.5,No,No,No
51.0,0.0,Tesco Dried Herb - Sage ,Tesco,United Kingdom,JOO KOON DC,Seasonings,10.0,2.95,No,No,No
51.0,0.0,Lee Kum Kee Paste - Chu Hou,Lee Kum Kee,China,JOO KOON DC,Cooking Paste & Sauces,30.0,3.7,No,No,No
51.0,0.0,House Brand Powder - Meat Curry,Housebrand,Singapore,K.N.P. TRADING PTE LTD,Seasonings,17.0,0.97,No,No,No
51.0,0.0,Billington's Natural Unrefined Cane Sugar - Demerara,Billington'S,United Kingdom,no info,Sugar & Sweeteners,14.0,3.45,No,No,No
51.0,0.0,Bertolli Olive Oil - Classico,Bertolli,Italy,JOO KOON DC,Oil,20.0,8.45,No,No,No
51.0,0.0,FairPrice Superior Soy Sauce - Light,Fairprice,Malaysia,no info,"Rice, Noodles & Cooking Ingredients",33.0,3.2,No,No,No
51.0,0.0,Dancing Chef Paste - Red Curry,Dancing Chef,Thailand,NATRAD FOOD PTE LTD,Cooking Paste & Sauces,16.0,2.85,No,No,No
51.0,0.0,Lee Kum Kee Paste - Chu Hou,Lee Kum Kee,China,JOO KOON DC,Cooking Paste & Sauces,30.0,3.7,No,No,No
0.0,2.0,India Gate - Super Basmati Rice,India Gate,India,SRI AMBIKAS PTE LTD,Rice,11.0,21.5,No,No,No
51.0,0.0,Singlong Sauce - Chinchalok with Chili,Sing Long,Singapore,no info,Condiments,33.0,2.5,No,No,No
51.0,0.0,Bertolli Olive Oil - Classico,Bertolli,Italy,JOO KOON DC,Oil,20.0,8.45,No,No,No
99999.0,2.0,Cirio Chopped Tomato in Tetrapack,Cirio,Italy,no info,Cooking Paste & Sauces,44.0,1.85,No,No,No
99999.0,5.0,Colavita Bio Pasta - Spaghetti Bundle Pack,Colavita,Italy,no info,Pasta,15.0,5.95,No,No,No
99999.0,3.0,Nang Ori Sarawak White Pepper Powder,Nang Ori,Malaysia,no info,Seasonings,987.0,5.2,No,No,No
51.0,0.0,Sun Kee Preserved Sweet Mei Chai,Sun Kee,Hong Kong,CONFECTIONARY & WINE WH,Dried Food,31.0,1.45,No,No,No
51.0,0.0,Anchor Brand Pepper Powder - Black,Anchor,Indonesia,JOO KOON DC,Seasonings,29.0,3.85,No,No,No
51.0,0.0,Taho Sambal Blachan Chili ,Taho,Singapore,no info,Cooking Paste & Sauces,45.0,1.7,Yes,No,No
51.0,0.0,Dewei Organic Red Bean,Dewei,China,SUN KEE PTE LTD,Dried Food,37.0,4.0,No,No,No
51.0,0.0,Barilla Pasta - Collezione (Pappardelle All'Uovo),Barilla,Italy,DAWOOD EXPORTS PTE LTD,Pasta,21.0,5.7,No,Yes,Yes
51.0,0.0,San Remo Organic Brown Rice Pasta - Spaghetti,San Remo,Italy,JOO KOON DC,Pasta,39.0,3.95,No,No,No
51.0,0.0,Sunlight Brand Pure Fragrant Sesame Oil ,Sunlight,Singapore,no info,Oil,32.0,4.1,Yes,No,No
51.0,0.0,Woh Hup Paste - Singapore Hainanese Chicken Rice,Woh Hup,Singapore,JOO KOON DC,Cooking Paste & Sauces,26.0,4.15,Yes,No,No
51.0,0.0,Woh Hup Sauce - Plum ,Woh Hup,Malaysia,JOO KOON DC,Cooking Paste & Sauces,16.0,4.15,No,No,No
51.0,0.0,Koi Fish Brand Herbal Soup - Cordycep & America Ginseng Tonic,Koi Fish,Singapore,YCT MANUFACTURING PTE LTD,Dried Food,15.0,5.3,No,No,No
51.0,0.0,Barilla Pasta - Tagliatelle All'uovo Bolognesi,Barilla,Italy,DAWOOD EXPORTS PTE LTD,Pasta,24.0,8.3,No,No,No
99999.0,3.0,Fu Gui Premium Chen Nian Hua Tiao Chiew,Fu Gui,China,no info,Condiments,96.0,18.3,No,Yes,No
51.0,0.0,Sunlight Brand Pure Fragrant Sesame Oil,Sunlight,Singapore,no info,Oil,36.0,2.8,Yes,No,Yes
51.0,0.0,Tesco Risotto Rice - Carnaroli,Tesco,Italy,no info,Rice,10.0,4.95,No,No,No
51.0,0.0,Toh's Daily Chili Garlic - Original,Toh Daily,Malaysia,no info,Cooking Paste & Sauces,32.0,8.9,No,No,No
51.0,0.0,San Remo Pasta Sauce - Napolitana,San Remo,Australia,JOO KOON DC,Cooking Paste & Sauces,18.0,4.95,No,No,No
51.0,0.0,San Remo Organic Brown Rice Pasta - Spaghetti,San Remo,Italy,JOO KOON DC,Pasta,39.0,3.95,No,No,No
51.0,0.0,Barilla Pasta - Collezione (Pappardelle All'Uovo),Barilla,Italy,DAWOOD EXPORTS PTE LTD,Pasta,21.0,5.7,No,Yes,Yes
51.0,0.0,Koi Fish Brand Herbal Soup - Cordycep & America Ginseng Tonic,Koi Fish,Singapore,YCT MANUFACTURING PTE LTD,Dried Food,15.0,5.3,No,No,No
51.0,0.0,Woh Hup Sauce - Plum ,Woh Hup,Malaysia,JOO KOON DC,Cooking Paste & Sauces,16.0,4.15,No,No,No
51.0,0.0,Dewei Organic Red Bean,Dewei,China,SUN KEE PTE LTD,Dried Food,37.0,4.0,No,No,No
51.0,0.0,Barilla Pasta - Tagliatelle All'uovo Bolognesi,Barilla,Italy,DAWOOD EXPORTS PTE LTD,Pasta,24.0,8.3,No,No,No
51.0,0.0,Sunlight Brand Pure Fragrant Sesame Oil ,Sunlight,Singapore,no info,Oil,32.0,4.1,Yes,No,No
51.0,0.0,Woh Hup Paste - Singapore Hainanese Chicken Rice,Woh Hup,Singapore,JOO KOON DC,Cooking Paste & Sauces,26.0,4.15,Yes,No,No
99999.0,2.0,HYH Sweet Prune Powder,HYH,Malaysia,no info,Seasonings,28.0,1.5,No,No,No
99999.0,5.0,CHUA HAH SENG Sour Tamarind Paste Concentrate,CHUA HAH SENG,Thailand,no info,"Rice, Noodles & Cooking Ingredients",10.0,2.95,No,No,No
51.0,0.0,Sunlight Brand Pure Black Sesame Oil,Sunlight,Singapore,no info,Oil,34.0,3.55,Yes,No,No
99999.0,2.0,HONG Dried Chilli Stem 250g,Hong,India,no info,Seasonings,96.0,2.8,No,No,No
99999.0,2.0,CHB Small Sago,CHB,Thailand,no info,Dried Food,9.0,1.45,No,No,No
99999.0,3.0,Tungsan Straits Story Chicken Rice Chilli Sauce 250 G,Tungsan Straits Story,Singapore,no info,Cooking Paste & Sauces,1807.0,3.15,No,Yes,No
99999.0,2.0,Golden Pineapple Special Grade Rice Vermicelli,Golden Pineapple,Malaysia,no info,Noodles,71315.0,10.0,No,No,No
99999.0,2.0,Daawat Premium Sona Masoori (Sonamasuri) Rice - By Sonnamera,Daawat,India,no info,Rice,97.0,11.9,No,No,No
0.0,2.0,Nonya Empire Fried Onion with Oil,Nonya Empire,Malaysia,no info,Cooking Paste & Sauces,17.0,4.5,No,No,No
99999.0,2.0,Golden Pineapple Special Grade Rice Vermicelli,Golden Pineapple,Malaysia,no info,Noodles,71315.0,10.0,No,No,No
51.0,0.0,MasterFoods Seasoning - All Purpose,Masterfoods,Australia,LAM SOON SINGAPORE PTE LTD,Seasonings,12.0,4.0,No,No,No
99999.0,2.0,HONG Dried Chilli Stem 250g,Hong,India,no info,Seasonings,96.0,2.8,No,No,No
99999.0,3.0,Tungsan Straits Story Chicken Rice Chilli Sauce 250 G,Tungsan Straits Story,Singapore,no info,Cooking Paste & Sauces,1807.0,3.15,No,Yes,No
99999.0,2.0,CHB Small Sago,CHB,Thailand,no info,Dried Food,9.0,1.45,No,No,No
99999.0,2.0,Daawat Premium Sona Masoori (Sonamasuri) Rice - By Sonnamera,Daawat,India,no info,Rice,97.0,11.9,No,No,No
0.0,2.0,Nonya Empire Fried Onion with Oil,Nonya Empire,Malaysia,no info,Cooking Paste & Sauces,17.0,4.5,No,No,No
51.0,0.0,Polli Salsa Sauce - Tomato & Olive,POLLI,Italy,no info,Seasonings,14.0,4.5,No,No,No
0.0,2.0,Suo Zhan Noodle - Knife Sliced Noodles,Suo Zhan,Taiwan,no info,Noodles,9.0,5.9,No,No,No
0.0,3.0,PINE GLASS NOODLE,Pine,Thailand,no info,Noodles,58.0,5.9,No,Yes,Yes
0.0,2.0,Bull Head Sauce - Spicy Mala,Bull Head,Taiwan,no info,Cooking Paste & Sauces,9.0,6.9,No,Yes,Yes
0.0,3.0,Kubota Tokusen Japanese Udon Noodle - Kirei,Kubota,Japan,no info,Noodles,18.0,9.8,No,No,No
0.0,5.0,Solaria Tomato Paste,Solaria,Italy,DASHMESH (S) PTE LTD,Cooking Paste & Sauces,71.0,2.6,No,No,No
0.0,5.0,Malika Mung Dhal,Malika,India,DASHMESH (S) PTE LTD,Dried Food,80.0,3.8,No,No,No
0.0,5.0,Malika Chana Dhal,Malika,India,DASHMESH (S) PTE LTD,Dried Food,78.0,3.5,No,No,No
0.0,2.0,Alfa One Rice Bran Oil,Busybee,United Kingdom,ALTERNATIVE SELECTION PTE LTD,Oil,14.0,12.9,No,Yes,Yes
51.0,0.0,Origins Organic Cinnamon Stick,Origins,Malaysia,ORIGINS HEALTHCARE PTE LTD,Seasonings,14.0,4.9,No,No,No
51.0,0.0,Tabasco Sauce - Sriracha,Tabasco,USA,JOO KOON DC,Condiments,12.0,4.65,No,Yes,No
0.0,2.0,Pillsbury Chakki Atta,Pillsbury,India,SRI AMBIKAS PTE LTD,Baking Needs,14.0,4.05,No,No,No
0.0,3.0,Hamaotome Iwashi Sardine Sprinkles Japanese Furikake Rice Topping,Hamaotome,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Seasonings,12.0,4.35,No,No,No
37.0,0.0,Wang Paste - Mee Rebus,Wang,Singapore,JOO KOON DC,Cooking Paste & Sauces,36.0,3.85,No,No,No
99999.0,2.0,Wahyu Brand Sambal Belacan Mangga,Wahyu Brand,Singapore,no info,Cooking Paste & Sauces,87.0,3.8,No,No,No
99999.0,2.0,Taste of India Bay Leaves,Taste of India,India,no info,Seasonings,33.0,1.0,No,No,No
0.0,3.0,Green Earth Brown Rice Bee Hoon,Green Earth,Malaysia,no info,Noodles,32.0,3.8,No,No,No
0.0,3.0,NutriRight Almond Flour,NutriRight,USA,no info,Baking Needs,16.0,15.5,No,Yes,No
0.0,5.0,Malika Cumin Seeds,Malika,India,DASHMESH (S) PTE LTD,Seasonings,79.0,4.0,No,No,No
0.0,5.0,Malika Kabuli Chana,Malika,India,DASHMESH (S) PTE LTD,Dried Food,78.0,3.8,No,No,No
0.0,3.0,Nature's Superfoods Organic Ceylon Cinnamon Powder,Nature's Superfoods,Sri Lanka,ACTSPAND PTE LTD,Seasonings,63.0,7.9,No,Yes,Yes
0.0,5.0,Megachef Premium Fish Sauce,Megachef,Thailand,YEN INVESTMENTS PTE LTD,Condiments,19.0,3.7,No,No,No
51.0,0.0,New Moon Paste - Vegetable Curry,New Moon,Malaysia,JOO KOON DC,Cooking Paste & Sauces,27.0,3.4,Yes,No,No
51.0,0.0,Tesco Pasta - Farfalle,Tesco,Italy,no info,Pasta,34.0,2.75,No,No,No
51.0,0.0,Figaro Stuffed Green Olive with Pimento-Paste,Figaro,Spain,no info,Condiments,36.0,3.6,No,No,No
51.0,0.0,Native Organic Sugar - White Crystal Cane,Native,Brazil,BAN CHOON MARKETING PTE LTD*,Sugar & Sweeteners,3.0,4.5,No,No,No
51.0,0.0,Taho Chili Sauce - Chinchalok,Taho,Singapore,no info,Cooking Paste & Sauces,60.0,1.7,Yes,No,No
51.0,0.0,Prima Flour Mix - Cookie,Prima,Singapore,JOO KOON DC,Baking Needs,50.0,3.95,No,No,No
51.0,0.0,Knife Spicy Sesame Oil,Knife Brand,Japan,JOO KOON DC,Oil,23.0,2.95,Yes,No,No
0.0,2.0,Everest - Turmeric,Everest,India,SRI AMBIKAS PTE LTD,Seasonings,19.0,1.45,No,No,No
50.0,0.0,Lee Kum Kee Soup Base for Hot Pot - Seafood,Lee Kum Kee,Hong Kong,JOO KOON DC,Soups,40.0,1.9,No,No,No
0.0,2.0,Pillsbury Gold Atta Deliciously Soft Rotis,Pillsbury,India,SRI AMBIKAS PTE LTD,Baking Needs,7.0,2.2,No,No,No
0.0,3.0,Hamaotome Miso Shiru No Gu Japanese Dried Miso Soup Contents,Hamaotome,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Seasonings,31.0,5.7,No,No,No
51.0,0.0,New Moon Paste - Vegetable Curry,New Moon,Malaysia,JOO KOON DC,Cooking Paste & Sauces,27.0,3.4,Yes,No,No
51.0,0.0,Equal Sweetener Sachets - Classic,Chuan Heng Bee,Thailand,JOO KOON DC,Sugar & Sweeteners,38.0,5.1,No,No,No
50.0,0.0,Lee Kum Kee Soup Base for Hot Pot - Seafood,Lee Kum Kee,Hong Kong,JOO KOON DC,Soups,40.0,1.9,No,No,No
51.0,0.0,Seah's Spices Sachet - Steam Pork Ribs (Hong Kong Style),Seah'S,Singapore,JOO KOON DC,Seasonings,14.0,2.0,Yes,No,No
30.0,0.0,Pasar Skinless Lotus,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",17.0,7.0,No,No,No
51.0,0.0,Star Flower Herbal Soup Spices - Premium Dun Ji Tang,Starflower,Singapore,no info,Dried Food,27.0,4.8,No,No,No
51.0,0.0,Origins Healthfood Organic Japanese Noodle - Cha Soba,Origins,Malaysia,ORIGINS HEALTHCARE PTE LTD,Noodles,26.0,4.3,No,No,No
99999.0,3.0,JG Pistachios 24/26,JG,Iran,no info,Dried Food,9984.0,9.9,No,Yes,Yes
99999.0,2.0,Laobanniang Dried Chinese Barley,Laobanniang,China,no info,Dried Food,33.0,4.8,No,No,No
99999.0,3.0,Mr Joy's Steamboat Beauty Collagen Soup,Mr Joy's,Singapore,no info,Soups,120.0,26.8,No,No,No
99999.0,2.0,HONG Black Glutinous Rice 500g,Hong,Indonesia,no info,Rice,93.0,2.6,No,No,No
99999.0,2.0,HLGK Thai AAA White Rice,HLGK,Thailand,no info,Rice,3962.0,6.5,No,No,No
51.0,0.0,Chuan Heng Bee Stir Fry Sauce - Spicy Mala,,China,no info,Cooking Paste & Sauces,76.0,3.65,No,No,No
0.0,3.0,Anarkali Ponni Rice,Anarkali,India,no info,Rice,262.0,8.9,No,No,No
99999.0,2.0,CHB Black Pepper Seed,CHB,Malaysia,no info,Seasonings,21.0,2.5,No,No,No
51.0,0.0,Naturel Organic Pesto - Sundried Tomato,Naturel,Italy,no info,Cooking Paste & Sauces,25.0,5.9,No,No,No
99999.0,2.0,GPA Sugar - 100% Natural Coarse Cane Sugar,GPA Sugar -,Malaysia,no info,Sugar & Sweeteners,71369.0,3.4,No,No,No
0.0,5.0,Valrhona Cocoa powder,Valrhona,France,no info,Baking Needs,84.0,22.0,No,No,No
0.0,2.0,Foodsterr Spanish Almond Flour Extra Fine,Foodsterr,Spain,FOODSTERR PTE LTD,Baking Needs,361.0,18.9,No,No,No
0.0,5.0,Malika Madras Plain Papad,Malika,India,DASHMESH (S) PTE LTD,Dried Food,74.0,1.0,No,No,No
0.0,5.0,Malika Madras Plain Papad,Malika,India,DASHMESH (S) PTE LTD,Dried Food,74.0,1.0,No,No,No
0.0,2.0,Foodsterr Spanish Almond Flour Extra Fine,Foodsterr,Spain,FOODSTERR PTE LTD,Baking Needs,361.0,18.9,No,No,No
51.0,0.0,Tabasco Sauce - Scorpion,Tabasco,USA,JOO KOON DC,Condiments,12.0,4.65,No,Yes,No
51.0,0.0,Dezhuang Hot Pot Base - Tomato,Dezhuang,China,JOO KOON DC,Soups,117.0,3.95,No,No,No
51.0,0.0,Taikoo Date Slab Sugar - Premium,Taikoo,China,JOO KOON DC,Sugar & Sweeteners,42.0,2.8,No,No,No
51.0,0.0,Ikan Brand Instant Curry Paste - Vegetarian,Ikan Brand,Malaysia,JOO KOON DC,Cooking Paste & Sauces,11.0,2.2,No,No,No
51.0,0.0,Brahim's Sauce - Sambal Tumis,Brahim'S,Malaysia,JOO KOON DC,Cooking Paste & Sauces,22.0,2.6,No,No,No
51.0,0.0,FairPrice Sauce - Char Siew,Fairprice,Singapore,no info,"Rice, Noodles & Cooking Ingredients",96.0,2.65,No,Yes,No
51.0,0.0,Origins Healthfood Organic Japanese Noodle - Cha Soba,Origins,Malaysia,ORIGINS HEALTHCARE PTE LTD,Noodles,26.0,4.3,No,No,No
51.0,0.0,Moon Star 100% Peanut Powder,Moon Star,Singapore,JOO KOON DC,Baking Needs,24.0,1.83,Yes,No,No
51.0,0.0,Cap Limau Chilli Paste,Cap Limau,Singapore,RONG TAI INVESTMENT PTE LTD,Cooking Paste & Sauces,16.0,1.65,No,No,No
51.0,0.0,Star Flower Herbal Soup Spices - Premium Dun Ji Tang,Starflower,Singapore,no info,Dried Food,27.0,4.8,No,No,No
99999.0,2.0,Laobanniang Dried Japan Silver Fish (white bait),Laobanniang,Japan,no info,Dried Food,32.0,15.0,No,No,No
99999.0,2.0,Laobanniang Dried Honey Dates,Laobanniang,China,no info,Dried Food,35.0,4.0,No,No,No
99999.0,2.0,Taste of India (Farmer's Market) Manjal (Turmeric) Powder,Taste of India,India,no info,Seasonings,31.0,1.0,No,No,No
99999.0,2.0,Taste of India Rava Roasted (Roasted Semolina) 500gm,Taste of India,India,no info,Baking Needs,37.0,1.4,No,No,No
99999.0,3.0,Tungsan Straits Story Nasi Lemak Chilli Paste 250 G,Tungsan Straits Story,Singapore,no info,Cooking Paste & Sauces,1894.0,3.55,No,Yes,No
99999.0,3.0,Green Earth Organic Spinach Ramen,Green Earth Organic,Malaysia,no info,Noodles,17.0,4.8,No,No,No
99999.0,3.0,Green Earth Star Anise,Green Earth,China,no info,Dried Food,8.0,3.5,No,No,No
99999.0,3.0,Angel Thick Caramel Sauce - Dark Soya Sauce,Angel,Malaysia,no info,Condiments,265.0,6.35,No,No,No
51.0,0.0,Lee Kum Kee Paste - Hainanese Chicken Rice,Lee Kum Kee,Malaysia,no info,Cooking Paste & Sauces,43.0,2.85,No,No,No
0.0,3.0,Kirei Kanesu Cha Soba - Kirei,Kirei,Japan,no info,Noodles,45.0,4.7,No,No,No
0.0,3.0,Golden Eagle Fresh Red Brown Rice,Golden Eagle,Thailand,no info,Rice,198.0,21.9,Yes,No,No
0.0,2.0,Queen Natural White Vinegar 1L,Queen,Philippines,no info,Condiments,13.0,2.2,No,Yes,Yes
0.0,3.0,Morita Ryori Shu Japanese Cooking Sake Rice Wine,Morita,Japan,no info,Condiments,16.0,7.5,No,No,No
51.0,0.0,Daawat Super Basmati Rice,Daawat,India,JOO KOON DC,Rice,28.0,21.8,No,No,No
0.0,2.0,Day'O' Glutinous Rice,"Day ""O""",Thailand,NG NAM BEE MARKETING PTE LTD,Rice,81.0,13.3,No,No,No
51.0,0.0,Lee Kum Kee Superior Soy Sauce - Light,,China,no info,Condiments,33.0,7.95,No,No,No
99999.0,2.0,PaddyKing Thai Brown Rice,PaddyKing,Thailand,no info,Rice,71353.0,4.5,Yes,No,No
0.0,5.0,Malika Almonds,Malika,India,DASHMESH (S) PTE LTD,Dried Food,79.0,10.9,No,No,No
51.0,0.0,Hai's Brand AisaJoy Cooking Sauce - Korean Stir Fried Meat,Hai'S Brand,Singapore,JOO KOON DC,Cooking Paste & Sauces,22.0,2.0,No,No,No
51.0,0.0,Shinmei Koshihikari Japanese Rice - Niigata,Shinmei,Japan,TOPSELLER PTE LTD,Rice,9.0,40.9,No,Yes,Yes
51.0,0.0,Shinmei Koshihikari Japanese Rice - Toyama,Shinmei,Japan,TOPSELLER PTE LTD,Rice,20.0,40.9,No,Yes,Yes
0.0,3.0,Kenko Japanese Hotel & Restaurant Mayonnaise,Kenko,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Condiments,8.0,12.5,No,No,No
0.0,2.0,Bimah Minced Ginger & Garlic Paste,Bimah,India,SRI AMBIKAS PTE LTD,Cooking Paste & Sauces,6.0,2.4,No,No,No
0.0,3.0,Green Earth Red Dates,Green Earth,China,no info,Dried Food,37.0,4.8,No,No,No
0.0,3.0,Green Earth Organic Cane Sugar,Green Earth,Thailand,no info,Sugar & Sweeteners,25.0,5.9,No,No,No
99999.0,2.0,Shan Cumin Powder - By Sonnamera,Shan,Pakistan,no info,Seasonings,36.0,1.95,No,No,No
99999.0,2.0,Shan Himalayan Pink Salt - By Sonnamera,Shan,Pakistan,no info,Seasonings,22.0,2.5,No,No,No
51.0,0.0,Bake King Mixed Fruits,Bake King,Singapore,no info,Baking Needs,19.0,5.0,No,No,No
0.0,3.0,Kirei Kanesu Cha Soba - Kirei,Kirei,Japan,no info,Noodles,45.0,4.7,No,No,No
51.0,0.0,Hai's Brand AisaJoy Cooking Sauce - Korean Stir Fried Meat,Hai'S Brand,Singapore,JOO KOON DC,Cooking Paste & Sauces,22.0,2.0,No,No,No
51.0,0.0,Prego Pasta - Fettuccine,Prego,Turkey,JOO KOON DC,Pasta,60.0,1.85,No,No,No
99999.0,2.0,Laobanniang Dried Black Beans,Laobanniang,China,no info,Dried Food,32.0,3.0,No,No,No
99999.0,2.0,Taste of India Fennel Seed,Taste of India,India,no info,Seasonings,32.0,3.0,No,No,No
99999.0,4.0,Kuma Koshihikari Japonica Short Grain Rice,Kuma,Vietnam,no info,Rice,97.0,3.99,No,Yes,No
51.0,0.0,Izzi Cocoa Beans Chocolate Chips,Izzi,Malaysia,no info,Baking Needs,42.0,3.2,No,No,No
51.0,0.0,Swallow Globe Brand Agar Agar Powder - Orange,Swallow,Singapore,JOO KOON DC,Baking Needs,30.0,1.1,No,No,No
51.0,0.0,Tesco Wholegrain Mustard,Tesco,United Kingdom,no info,Tesco Food ,12.0,3.25,No,No,No
51.0,0.0,Bake King Almonds - Ground,Bake King,USA,no info,Baking Needs,25.0,4.05,No,No,No
51.0,0.0,Origins Healthfood Organic Lentil - Red,Origins,India,ORIGINS HEALTHCARE PTE LTD,Dried Food,14.0,5.05,Yes,No,No
51.0,0.0,MasterFoods Mustard - Mild American,Masterfoods,Australia,LAM SOON SINGAPORE PTE LTD,Condiments,7.0,5.0,No,No,No
51.0,0.0,Tiger Brand Salted Soya Beans,Tiger Brand,Malaysia,no info,Seasonings,24.0,1.75,No,No,No
51.0,0.0,Koi Fish Brand Herbal Soup - Chicken Tonic,Koi Fish,Singapore,YCT MANUFACTURING PTE LTD,Dried Food,18.0,4.4,No,No,No
51.0,0.0,Cap Limau Kentucky All Purpose Seasoned Flour,Cap Limau,Malaysia,RONG TAI INVESTMENT PTE LTD,Baking Needs,12.0,0.92,No,No,No
51.0,0.0,Tortally Jelly Crystals  - Orange (Orange),Tortally,Australia,no info,Baking Needs,47.0,0.8,No,No,No
51.0,0.0,Heinz Sweet Relish,Heinz,USA,JOO KOON DC,Condiments,18.0,4.65,No,No,No
99999.0,3.0,Tungsan Ah-Cha (Vegetarian),Tungsan,Singapore,no info,Cooking Paste & Sauces,1873.0,3.3,No,Yes,No
99999.0,4.0,Lilo Premium Ikan Bilis Powder Bottle,Lilo,Singapore,no info,Seasonings,473.0,15.0,No,No,No
99999.0,3.0,Mantova Pure Avocado Oil (500) 500 ML,Mantova,Italy,no info,Oil,35.0,19.8,No,No,No
0.0,2.0,Snugfood Satay Sauce 200g,Snugfood,Malaysia,no info,Cooking Paste & Sauces,45.0,3.8,No,No,No
51.0,0.0,Izzi Cocoa Beans Chocolate Chips,Izzi,Malaysia,no info,Baking Needs,42.0,3.2,No,No,No
51.0,0.0,Bake King Almonds - Ground,Bake King,USA,no info,Baking Needs,25.0,4.05,No,No,No
51.0,0.0,Origins Healthfood Organic Lentil - Red,Origins,India,ORIGINS HEALTHCARE PTE LTD,Dried Food,14.0,5.05,Yes,No,No
51.0,0.0,Pasar Herbal Soup - Bu Qi Huo Xue Tang,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",19.0,5.35,No,No,No
51.0,0.0,Pasar Herbal Soup - Shi Quan Da Bu Tang,Pasar,China,CONFECTIONARY & WINE WH,"Rice, Noodles & Cooking Ingredients",29.0,5.85,No,No,No
51.0,0.0,Pasar Agar Agar Strip,Pasar,China,no info,"Rice, Noodles & Cooking Ingredients",18.0,1.8,No,No,No
0.0,2.0,Ooty - Moong Dhall Split,Ooty,India,SRI AMBIKAS PTE LTD,Dried Food,15.0,2.35,No,No,No
0.0,2.0,Daawat - Select Basmathi Rice,Daawat,India,SRI AMBIKAS PTE LTD,Rice,25.0,5.0,No,No,No
51.0,0.0,Swallow Globe Brand Agar Agar Powder - Orange,Swallow,Singapore,JOO KOON DC,Baking Needs,30.0,1.1,No,No,No
51.0,0.0,Tesco Wholegrain Mustard,Tesco,United Kingdom,no info,Tesco Food ,12.0,3.25,No,No,No
51.0,0.0,Golden Chef Paste - Singapore Satay Beehoon,Golden Chef,Singapore,JOO KOON DC,Cooking Paste & Sauces,22.0,4.5,No,No,No
0.0,3.0,Hamaotome Soft Panko Japanese Bread Crumb,Hamaotome,Japan,KIREI JAPANESE FOOD SUPPLY PTE LTD,Baking Needs,7.0,3.95,No,No,No
51.0,0.0,Koi Fish Brand Herbal Soup - Chicken Tonic,Koi Fish,Singapore,YCT MANUFACTURING PTE LTD,Dried Food,18.0,4.4,No,No,No
